"Ýki haftadýr konuþtuðumuz yukarý yönlü tren… https://t.co/gRBjVYknCs"",Fri Apr 08 11:02:59 +0000 2022		";0
"		";0
"Kriptoemre,@muratuy69001656 Vadene bagli. Biraz geri cekilince gir.,Fri Apr 08 06:38:52 +0000 2022		";0
"		";0
"Kriptoemre,""Þu durgun sularda bile yine gidip sizin için en büyük balýðý yakaladým ??		";0
"		";0
"Bunlarýn devamýný isteyenler beðensin yor… https://t.co/iJNCHMo8bA"",Fri Apr 08 06:25:23 +0000 2022		";0
"		";0
"Kriptoemre,""BlockWallet'ýn BNB BEP-20 aðý için gizlilik özellikleri yayýna girdi. 		";0
"		";0
"Siz hala BlockWallet'ý denemediniz mi? Ücre… https://t.co/W8lXLuncyK"",Thu Apr 07 14:35:43 +0000 2022		";0
"		";0
"Kriptoemre,""@KriptoFati Ýnsanlar yatýrým yapmýyor ki. Takým tutar gibi coin tutuyorlar. 		";0
"		";0
"Yatýrýmýyla aþk yaþayan adama mantýk iþlemez ki..."",Thu Apr 07 09:46:25 +0000 2022		";0
"		";0
"Kriptoemre,@esradogrull Ya bi git Esra ya =),Wed Apr 06 20:54:11 +0000 2022		";0
"		";0
"Kriptoemre,""@Mesutturan26 Avax yalancýlarýn çýkardýðý bir shitcoin, düþüncelerimde zerre deðiþiklik yok."",Wed Apr 06 19:47:46 +0000 2022		";0
"		";0
"Kriptoemre,""Maradona koleksiyonu için ailesi ile anlaþýlmýþ, merhumun bir iþ iliþkisi yok düzeltmeye çalýþanlarýn dikkatine"",Wed Apr 06 19:42:00 +0000 2022		";0
"		";0
"Kriptoemre,""Bugün videoda bahsettiðimiz DAO Maker ilk NFT koleksiyonu için Maradona ile anlaþmýþ =) 		";0
"		";0
"Detaylar ve minting sürec… https://t.co/vwPxott4Nf"",Wed Apr 06 19:39:14 +0000 2022		";0
"		";0
"Kriptoemre,@Birinin2 niye hala takip edion o zaman zibidi,Wed Apr 06 19:15:28 +0000 2022		";0
"		";0
"Kriptoemre,Her þey serbest düþüþ halindeyken bizim coin kapý gibi duruyor maþallah =) https://t.co/glPQj3S1Wl,Wed Apr 06 19:03:00 +0000 2022		";0
"		";0
"Kriptoemre,""2 haftadýr yapamadýðýmýz Haftalýk Piyasa Deðerlendirme Videomuzun yenisi bugün telafi için yayýnda ??		";0
"		";0
"#Bitcoin ve A… https://t.co/wHNmUINOLI"",Wed Apr 06 15:47:38 +0000 2022		";0
"		";0
"Kriptoemre,""@lordsinov Ankara’da calisildigini gorsem bi de inanicam. 		";0
"		";0
"Benim semti bok goturuyor."",Wed Apr 06 09:06:22 +0000 2022		";0
"		";0
"Kriptoemre,Yurt disindan dondugum piyasalardan belli oluyor aynen ?? https://t.co/6W2YKprKEj,Wed Apr 06 08:56:09 +0000 2022		";0
"		";0
"Kriptoemre,FED’in hýzlý faiz arttýrýmýna gidecek olmasý kýsa vadeli tahvilleri düþürürken 30 yýllýk tahvilleri deðerlendiriyor… https://t.co/Sjn5Bm9nSL,Wed Apr 06 08:25:30 +0000 2022		";0
"		";0
"Kriptoemre,""Dostlarým @oytun86 ve @altugisler 'e yeni projelerinde baþarýlar dilerim. Yolunuz açýk olsun ??		";0
"		";0
"Uygulamayý merakla… https://t.co/PTVGNzP3ik"",Tue Apr 05 16:15:03 +0000 2022		";0
"		";0
"Kriptoemre,Münihte mekanýn birinde bir Almanla muhabbet ettik. Türk Lirasý çok deðer kaybetti ama bu normal deðil bence dedi.… https://t.co/VGojUycflK,Tue Apr 05 10:14:58 +0000 2022		";0
"		";0
"Kriptoemre,@mustafaunal3423 Ben olacaðýný düþünüyorum,Tue Apr 05 07:43:41 +0000 2022		";0
"		";0
"KriptoData,""“#Bitcoin madenciliði dünyayý kurtaracak.”		";0
"		";0
"— Kevin O’Leary | Ünlü Kanadalý Giriþimci https://t.co/f9UHkMQjG1"",Fri Apr 08 21:53:58 +0000 2022		";0
"		";0
"KriptoData,""“ #Bitcoin, fiat para biriminden daha ucuz ve daha hýzlýdýr.”		";0
"		";0
"— Cynthia Lummis | ABD’li Senatör"",Fri Apr 08 20:01:09 +0000 2022		";0
"		";0
"KriptoData,""“ Yeni #Bitcoin yasa tasarýmýz, inovasyonun gerçekleþmesi için bir sanal alan saðlamayý amaçlýyor.”		";0
"		";0
"— Cynthia Lummis | ABD’li Senatör"",Fri Apr 08 19:37:42 +0000 2022		";0
"		";0
"KriptoData,""“Ýyi insanlar #bitcoin ‘in özgürlük için ne kadar önemli olduklarýný gösteriyorlar.”		";0
"		";0
"— Cynthia Lummis | ABD’li Sen… https://t.co/kdqJ8xXSX8"",Fri Apr 08 19:35:39 +0000 2022		";0
"		";0
"KriptoData,""Tesla, Block ve Blockstream, Teksas'ta güneþ enerjisi kullanarak #Bitcoin  madenciliði yapmak için ortaklýk kurdu. https://t.co/aUhQnVQBQf"",Fri Apr 08 19:20:37 +0000 2022		";0
"		";0
"KriptoData,‘’Ülke ve #Bitcoin Þehri için dijital altyapý birlikte oluþturacaðýmýzý söyleyen genel bir mutabakat anlaþmasýný im… https://t.co/PeP9wnulYf,Fri Apr 08 13:58:42 +0000 2022		";0
"		";0
"KriptoData,""Blockstream eski CEO’su Samson Mow, El Salvador'da dijital altyapý geliþtirmek için bir mutabakat anlaþmasý imzalad… https://t.co/sJUuaCSR4y"",Fri Apr 08 13:58:41 +0000 2022		";0
"		";0
"KriptoData,""Vodafone, Decentraland üzerinde bir #Metaverse maðazasý açacaðýný açýkladý. https://t.co/5r7qodwb6P"",Fri Apr 08 13:42:32 +0000 2022		";0
"		";0
"KriptoData,""MasterCard, #NFT ve #Metaverse içerikli ticari marka baþvurusunda bulundu. https://t.co/SKTfJ7fmWv"",Fri Apr 08 13:28:24 +0000 2022		";0
"		";0
"KriptoData,""Oyuncak þirketi Lego ve oyun þirketi Epic Games, çocuklar ve aileler için yapýlmýþ bir #Metaverse alaný oluþturmak… https://t.co/FEN1NNCm9O"",Fri Apr 08 13:06:41 +0000 2022		";0
"		";0
"KriptoData,""Yerel basýnda yer alan habere göre	"" Güney Kore Ulusal Ýstihbarat Servisi (NIS), Güney Koreli #kriptopara borsalarýn… https://t.co/cTiTJUXMwi"""",Fri Apr 08 12:54:02 +0000 2022""	";0
"		";0
"KriptoData,""Kriptopara borç verme ve alma platformu Celsius Network, 150.000’den fazla #Bitcoin’e sahip olduðunu açýkladý.		";0
"		";0
"Cel… https://t.co/25yL0CC2CM"",Fri Apr 08 12:10:38 +0000 2022		";0
"		";0
"KriptoData,""ABD Federal Mevduat Sigorta Kurumu (FDIC), denetimi altýnda bulunan kurumlarýn #kripto varlýklarla iþlem yapmasý ve… https://t.co/sCxyxaHIRf"",Fri Apr 08 11:44:36 +0000 2022		";0
"		";0
"KriptoData,""Avustralya’nýn önde gelen #kriptopara borsasý CoinSpot, otomobil satýcýsý Dutton Garage ile ortaklýk kurduðunu açýk… https://t.co/hNAmjahIc0"",Fri Apr 08 11:28:24 +0000 2022		";0
"		";0
"KriptoData,“Þu ana kadar 10 trilyon rubleyi (130 milyar dolar) aþan önemli miktarda para transferi yapýldýðýný ve #kriptopara… https://t.co/pqtJLEXMvF,Fri Apr 08 10:46:28 +0000 2022		";0
"		";0
"KriptoData,""Avrupa birliði, Rusya’ya karþý beþinci yaptýrým paketini onayladý.		";0
"		";0
"Yaptýrým paketi içerisinde, kurum veya kuruluþa… https://t.co/RM4bQ4g8uI"",Fri Apr 08 10:25:16 +0000 2022		";0
"		";0
"KriptoData,""Strike, e-ticaret þirketi Shopify ile ortaklýk kurduðunu açýkladý.		";0
"		";0
"Kurulan ortaklýk ile Shopify satýcýlarý… https://t.co/do0fC17iYC"",Fri Apr 08 10:01:54 +0000 2022		";0
"		";0
"KriptoData,"""""" #Bitcoin dünyanýn en dürüst ve en verimli piyasasýdýr."""" 		";0
"		";0
"— Peter Thiel | PayPal'ýn kurucu ortaðý https://t.co/W8Qw1HXgwW"",Thu Apr 07 17:57:31 +0000 2022		";0
"		";0
"KriptoData,""Dubai merkezli bir kafe olan Bake N More, ödeme yöntemleri olarak artýk #Bitcoin, #Ethereum kabul edeceðini duyurdu. https://t.co/9a2fJo73YK"",Thu Apr 07 15:30:15 +0000 2022		";0
"		";0
"KriptoData,""???? Meksika’lý senatör Indira Kempis, #Bitcoin’in yasal para birimi olmasý için yasa tasarýsý sunacaðýný duyurdu. https://t.co/Qu6HBu4ozd"",Thu Apr 07 15:26:32 +0000 2022		";0
"		";0
"kriptoreal1,#HamsterCoin þu an þov yapýyor. Projeye güvenimiz tamdý ama bu kadar güzel bir artýþ herkesi mutlu etti. Umarým çok… https://t.co/eOKybXAxJt,Fri Apr 08 20:55:41 +0000 2022		";0
"		";0
"kriptoreal1,""#Tesla, #Teksas’daki güneþ enerjisi santralinden #Bitcoin çýkarmak için #Block ve #Blockstream ile ortaklýk kuruyor… https://t.co/8XedKBYg3a"",Fri Apr 08 20:54:29 +0000 2022		";0
"		";0
"kriptoreal1,""#Vodafone, #Metaverse’de maðaza açacaðýný açýkladý		";0
"		";0
"GSM þirketleri büyük lokmayý kapma peþinde. ????		";0
"		";0
"#Bitcoin #ETH #NFT #NFTs #Web3"",Fri Apr 08 15:18:06 +0000 2022		";0
"		";0
"kriptoreal1,Piyasada hareketlilik baþladý. Umarým kalýcý olur. Hadi aslaným göster kendini! #Bitcoin ???? https://t.co/Ebejb1VSRx,Fri Apr 08 15:03:48 +0000 2022		";0
"		";0
"kriptoreal1,""#Terra (#LUNA), 200 milyon #Dolar’lýk #AVAX  alýmý gerçekleþtirdi. ????		";0
"		";0
"#Bitcoin #btc #ETH #Metaverse #NFT #NFTs"",Fri Apr 08 14:30:18 +0000 2022		";0
"		";0
"kriptoreal1,""Geleneksel Sahur Ödülü		";0
"		";0
"Bu gönderiyi beðenip 2 arkadaþýný etiketleyen 2 kiþiye 150 dolar deðerinde #Ceek gönderiyor… https://t.co/QmGMjLrMab"",Fri Apr 08 14:23:08 +0000 2022		";0
"		";0
"kriptoreal1,""Çin TV aðý Shandong Television, bir #NFT pazaryeri baþlatma planlarýný duyurdu.		";0
"		";0
"Ýnanýn #bitcoin ve #NFTs projeleri… https://t.co/hJkyIDZ0JW"",Fri Apr 08 12:47:05 +0000 2022		";0
"		";0
"kriptoreal1,""???? Rusya Baþbakaný, Rus vatandaþlarýnýn toplu olarak 130 milyar ABD Dolarý deðerinde #kriptopara’sý olduðunu belirt… https://t.co/cngAU5Ua8D"",Fri Apr 08 11:01:58 +0000 2022		";0
"		";0
"kriptoreal1,Hayýrlý cumalar güzel dostlarým????,Fri Apr 08 10:18:54 +0000 2022		";0
"		";0
"kriptoreal1,""RT @kriptoreal1: Geleneksel Sahur Ödülü		";0
"		";0
"Bu gönderiyi beðenip 2 arkadaþýný etiketleyen 2 kiþiye 100 dolar deðerinde #Ceek gönderiyorum ??		";0
"		";0
"S…"",Thu Apr 07 20:52:21 +0000 2022		";0
"		";0
"kriptoreal1,""???? Hollanda Finansal Piyasalar Kurumu, öðrencileri #kriptoparalar'a yatýrým yapma konusunda eðiteceklerini duyurdu.… https://t.co/uWS7jFbb40"",Thu Apr 07 19:57:31 +0000 2022		";0
"		";0
"kriptoreal1,""ÇOK GÜZEL HABER		";0
"		";0
"Robinhood, #Bitcoin Lighting Network'ü #kripto cüzdanlarýyla entegre edecek þekilde ayarlandý.		";0
"		";0
"Ge… https://t.co/b3AU8vM8sI"",Thu Apr 07 17:35:45 +0000 2022		";0
"		";0
"kriptoreal1,""#SonDakika 		";0
"		";0
"Pensilvanya Bank, 2022'de $BTC Alým Satýmý Sunacak. #Bitcoin"",Thu Apr 07 15:50:18 +0000 2022		";0
"		";0
"kriptoreal1,""RT @Promoterhelinss: ??  HIZLI ÇEKÝLÝÞ ??		";0
"1 Kiþiye 1.000.000 #shiba hediye ??		";0
"Bu twite RT, FAV at. ??		";0
"		";0
"2 arkadaþýný etiketle ??		";0
"		";0
"@Promoterhelins…"",Thu Apr 07 15:10:50 +0000 2022		";0
"		";0
"kriptoreal1,""#SONDAKÝKA		";0
"		";0
"#Bitcoin ve kripto, geleneksel finansal sistemle ayný kurallara sahip olmalýdýr		";0
" - ABD Hazine Bakaný Ja… https://t.co/uyR1gtixh2"",Thu Apr 07 12:10:30 +0000 2022		";0
"		";0
"kriptoreal1,""Hayat kýsa #RACA uçuyor! ??????		";0
"		";0
"#bitcoin #Metaverse #CeekVR #CEEK $RACA #ETH #NFT #NFTs $CEEK https://t.co/lAneM1PXoV"",Thu Apr 07 11:31:56 +0000 2022		";0
"		";0
"kriptoreal1,""Geleneksel Sahur Ödülü		";0
"		";0
"Bu gönderiyi beðenip 2 arkadaþýný etiketleyen 2 kiþiye 100 dolar deðerinde #Ceek gönderiyor… https://t.co/fwOzjJapg1"",Thu Apr 07 10:50:05 +0000 2022		";0
"		";0
"kriptoreal1,""#SONDAKÝKA		";0
"		";0
"#Ceek 08.04.2022 saat 12.00’da #KuCoin borsasýnda listelenecek.		";0
"		";0
"#Bitcoin2022 #Bitcoin #ceek #Binance… https://t.co/heEK3kML59"",Thu Apr 07 09:49:18 +0000 2022		";0
"		";0
"kriptoreal1,""Günaydýn Dostlarým. Günümüz boþ yeþilli geçsin de artýk artýk biraz yüzümüz gülsün. Ben inanýyorum, çok güzel yükseliþlerimiz olacak! ????"",Thu Apr 07 07:44:54 +0000 2022		";0
"		";0
"kriptoreal1,""Miami Belediye Baþkaný Francis Suarez, """"ABD'nin bir sonraki baþkaný #Bitcoin yanlýsý bir aday olmalý"""" diyor.		";0
"		";0
"Bu Tr… https://t.co/mDZNAeNxv7"",Thu Apr 07 01:52:20 +0000 2022		";0
"		";0
"coinmuhendisim,""RT @paramuhendisim: ??Çaylar kahveler hazýrlansýn yayýn baþladý		";0
"??Piyasa hakkýnda sohbet ediyoruz		";0
"		";0
"Hep beraber sohbet ediyoruz Twitch canlý…"",Fri Apr 08 19:11:30 +0000 2022		";0
"		";0
"coinmuhendisim,""Takibimizdeki #NFT #PlayToEarn projesi @MetarunGame artýk herkesin kullanýmýna açýk, biz de inceliyoruz??		";0
"		";0
"Oyunu tes… https://t.co/Bv4i9F2lui"",Fri Apr 08 13:57:35 +0000 2022		";0
"		";0
"coinmuhendisim,?? @MIXMARVELGAME projesinin bir #Web3 yatýrým kuruluþu olan MixMarvel #DAO Ventures son 3 ay içerisinde yaklaþýk 50… https://t.co/CERq5EC36o,Fri Apr 08 07:49:05 +0000 2022		";0
"		";0
"coinmuhendisim,""Günaydýn????		";0
"		";0
"?Ekosistemi olan çalýþkan projelere yatýrým yapmaktan korkmuyorum piyasa kötü olsa da hak ettikleri yer… https://t.co/tvE7BsAX14"",Fri Apr 08 05:44:43 +0000 2022		";0
"		";0
"coinmuhendisim,Gece gece uyku tutmadý #MoveToEarn #stepn https://t.co/5HUm1U6Obt,Thu Apr 07 22:01:36 +0000 2022		";0
"		";0
"coinmuhendisim,""RT @paramuhendisim: ??Çaylar kahveler hazýrlansýn yayýn baþladý		";0
"??Piyasa hakkýnda sohbet ediyoruz		";0
"		";0
"Hep beraber sohbet ediyoruz Twitch canlý…"",Thu Apr 07 19:25:44 +0000 2022		";0
"		";0
"coinmuhendisim,""??BitKeep Proje Ýnceleme ??		";0
"?? #Wallet &amp	 #Dapp &amp	 #NFT Marketplace?";0
"		";0
"?? #BitKeep videomuz YouTube kanalýmýzda yayýnda aþ… https://t.co/xrD8SXvJH3"",Thu Apr 07 18:22:56 +0000 2022		";0
"		";0
"coinmuhendisim,@umutbayram1903 Sizin için tamamen ücretsiz olarak hazýrladýðýmýz eðitim setimize bu linkten ulaþabilirsin	 https://t.co/dRMXj5RRYe,Thu Apr 07 15:07:29 +0000 2022	";0
"		";0
"coinmuhendisim,""?? Floodumuz burada son buluyor 		";0
"		";0
"Düþüncelerinizi ve incelememizi istediðimiz farklý kavramlarý yorumlar kýsmýndan y… https://t.co/9t612cMrLs"",Thu Apr 07 14:22:59 +0000 2022		";0
"		";0
"coinmuhendisim,""FOMOYLA NASIL BAÞA ÇIKARIZ ?		";0
"		";0
"Acele ile karar almaktan kaçýnýn, sizi fomoya sürükleyen insanlardan uzak durun ve ke… https://t.co/EbkiuCVJy4"",Thu Apr 07 14:22:58 +0000 2022		";0
"		";0
"coinmuhendisim,""Fomo'nun Etkileri		";0
"		";0
"1?? En büyük etkisi kiþinin geliþmeleri veya fýrsatlarý kaçýracaðý duygusudur. 		";0
"2?? Her zaman b… https://t.co/4bEVLHmfHi"",Thu Apr 07 14:22:57 +0000 2022		";0
"		";0
"coinmuhendisim,""FOMO (Fear of Missing Out) 		";0
"		";0
"Yani Yeniliði, fýrsatý veya imkanlarý kaçýrma korkusu olarak nitelendirilir. Borsada v… https://t.co/wxofmJkACc"",Thu Apr 07 14:22:55 +0000 2022		";0
"		";0
"coinmuhendisim,Kripto piyasasýna yeni giren arkadaþlarýmýz bazý kavramlardan uzak olabiliyor onlar için bazý kavramlarý daha detay… https://t.co/1fQQ1WGOrp,Thu Apr 07 14:22:54 +0000 2022		";0
"		";0
"coinmuhendisim,""Sizlerle ön satýþýna katýldýðýmýz @ProjectDegis , #token ekonomisini ve platform özelliklerini tanýttýðý bir makale… https://t.co/5yeK8X9Tex"",Thu Apr 07 11:36:46 +0000 2022		";0
"		";0
"coinmuhendisim,Bizden öðrenip bizden daha çok kazanmýþsýn :)) https://t.co/AlXW9O085r,Thu Apr 07 07:29:27 +0000 2022		";0
"		";0
"coinmuhendisim,""Günaydýn Arkadaþlar ??		";0
"		";0
"Daha önce NFT satýþýna katýldýðýmýz @KingdomXGame tarafýndan düzenlenen #MysteryBox ön satýþ… https://t.co/I6WPbxABQJ"",Thu Apr 07 06:42:00 +0000 2022		";0
"		";0
"coinmuhendisim,""KROPTODO KOLOY PORO KOZONOYOSUNUZ.		";0
"Diyenler gelsin yaþasýn bunlarý her gün, görelim. Psikolog girmiþ batmýþ, benden… https://t.co/b9VcOpaqnu"",Thu Apr 07 00:02:20 +0000 2022		";0
"		";0
"coinmuhendisim,""Yükselirken de uyuyamýyorum heyecandan, düþerken de uyuyamýyorum sonumuzu düþünmekten… #bitcoin"",Wed Apr 06 23:46:41 +0000 2022		";0
"		";0
"coinmuhendisim,""Gece gündüz #kriptopara dünyasýnda çalýþýp eðlenmeyi unutabiliyoruz ?????		";0
"		";0
"@TheDaoMaker bu konuda imdadýmýza yetiþti,… https://t.co/Jo0wuWUcZn"",Wed Apr 06 19:20:56 +0000 2022		";0
"		";0
"coinmuhendisim,""Hayýrlý Ýftarlar Arkadaþlar ??		";0
"		";0
"Ekibimizin sizler için hazýrladýðý platformlarda en çok aranan coin ve tokenleri pay… https://t.co/p19VGq3eOL"",Wed Apr 06 16:36:43 +0000 2022		";0
"		";0
"btc_magazin,""RT @pera_sma: Pera SMA’yý yensin, þarkýlar söyleyip dans edip eðlenebilsin diye,		";0
"Pera gülsün, Pera koþsun, Pera yaþasýn diye…		";0
"Ülkemizin kýy…"",Fri Apr 08 20:46:30 +0000 2022		";0
"		";0
"btc_magazin,Süper liq,Fri Apr 08 20:21:52 +0000 2022		";0
"		";0
"btc_magazin,@jesscoin Abi az önce bir þey yapmadýðýmýz için küfür yedik yeni liq olmuþ erkek her þeyi yapabilir ??,Fri Apr 08 20:20:45 +0000 2022		";0
"		";0
"btc_magazin,@Hasan77249822 Abi alým yaptýk gibi bir yazýmýz olduðunu sanmýyorum sadece haberlerini paylaþtýk,Fri Apr 08 20:18:49 +0000 2022		";0
"		";0
"btc_magazin,Yeni liq olmuþ bir erkekle konuþmak https://t.co/98yxJan5fJ,Fri Apr 08 20:18:04 +0000 2022		";0
"		";0
"btc_magazin,Bir de burdan bakýn :) tepeden alan birinin yerinde olmak istemezsiniz  #Hamster https://t.co/RJsXEivBvI,Fri Apr 08 20:16:48 +0000 2022		";0
"		";0
"btc_magazin,@nhtctnk Günde %2 yapsak yýlda iyi para ??,Fri Apr 08 20:11:28 +0000 2022		";0
"		";0
"btc_magazin,%90 yapmýþ tek mumda elinde Tutana afiyet olsun valla,Fri Apr 08 20:08:41 +0000 2022		";0
"		";0
"btc_magazin,Doge yetmedi sýrada #hamster var ondan sonra bir #floki patlatýr kedi köpek fare ne varsa yürür,Fri Apr 08 20:07:47 +0000 2022		";0
"		";0
"btc_magazin,@jesscoin Minnoþ fenomen ??,Fri Apr 08 20:07:00 +0000 2022		";0
"		";0
"btc_magazin,@jesscoin Fenomen olmak ??,Fri Apr 08 20:05:15 +0000 2022		";0
"		";0
"btc_magazin,@jesscoin Benim suçum ne peki,Fri Apr 08 20:03:58 +0000 2022		";0
"		";0
"btc_magazin,@TakipRotas Allah kurtarsýn kardsm,Fri Apr 08 19:44:51 +0000 2022		";0
"		";0
"btc_magazin,""Vadeli iþlemlerde deðilseniz piyasa kötüyken bakmanýz bir þey deðiþtirmeyecektir, en fazla zararý panik halindeyken… https://t.co/nTRRCN4zGp"",Fri Apr 08 19:43:32 +0000 2022		";0
"		";0
"btc_magazin,@MetaworId Türkcell napýyor acaba,Fri Apr 08 19:05:29 +0000 2022		";0
"		";0
"btc_magazin,Alýcýlarýn zayýf düþmesi halinde diye ekliyim ??,Fri Apr 08 18:48:02 +0000 2022		";0
"		";0
"btc_magazin,""Bitcoin 200 günlük üstel ortalamadan red yemesinden bu yana yukarý yönlü bir beklentiden söz etmedim.		";0
"		";0
"44-45k bölge… https://t.co/XcISZQlciB"",Fri Apr 08 18:45:46 +0000 2022		";0
"		";0
"btc_magazin,@gmgiray @HASOsyalmedya Aha mag ??,Fri Apr 08 18:41:38 +0000 2022		";0
"		";0
"btc_magazin,""RT @Poyraz_Crypto: #Ceek Telegram Gruplarýna Tt Çalýþmasý Ýçin Destek. 		";0
"		";0
"#Çekiliþ #giveaway		";0
"Ödül ?? 		";0
"5 Kiþiye Toplam 200$		";0
"		";0
"?? yoruma #ceek ya…"",Fri Apr 08 17:02:06 +0000 2022		";0
"		";0
"btc_magazin,@HASOsyalmedya abý düþer ya da çýkar dedim diye mi kýzdýn :DDDD,Fri Apr 08 16:14:08 +0000 2022		";0
"		";0
"CryptoTroia ,@kriptoculucifer Aslan doktorum,Fri Apr 08 19:36:57 +0000 2022		";0
"		";0
"CryptoTroia ,""Türkiye'nin en büyük balinalarýndan biri Telegram'da kanal açtý.		";0
"		";0
"(iþbirliði)		";0
"		";0
"Bu sefer kaçýramazsýn, bir an önce o… https://t.co/ZedDrKeNK0"",Fri Apr 08 17:31:11 +0000 2022		";0
"		";0
"CryptoTroia ,@CagatayKurt61 @burakimoooo @Baykus2022 @GokhanGark @BullsCoin @mgokhanduman @Cryptotalees @btc_magazin Adammm,Fri Apr 08 17:28:39 +0000 2022		";0
"		";0
"CryptoTroia ,RT @YusifFB: @CryptoTroia Hocam sizden yine ve yeniden inanýlmaz derecede ses getireceðinden emin olarak??yeni koinler bekliyorum.Kýsa süred…,Fri Apr 08 15:07:25 +0000 2022		";0
"		";0
"CryptoTroia ,#Bitcoin' deki bu ufak yükseliþ dönemini altcoinlerde kendi adýma en doðru altcoinleri seçerek verimli geçirdiðimi… https://t.co/GxX3FEHAtV,Fri Apr 08 14:57:27 +0000 2022		";0
"		";0
"CryptoTroia ,""Stabil, hareketsiz bir Cuma gününden herkese selam olsun. Öðleden sonra piyasa analizi yapýp deðerlendireceðiz.		";0
"Var… https://t.co/XRxQFcaENr"",Fri Apr 08 09:32:27 +0000 2022		";0
"		";0
"CryptoTroia ,BAL SXP ve KAVA’daki hareketlerden ötürü portföyü bir nebze rahatlattýðým için bu düþüþleri yeni portföy ürünleri t… https://t.co/9adlLjgbEz,Thu Apr 07 19:36:35 +0000 2022		";0
"		";0
"CryptoTroia ,""CEEK VR ($CEEK) KuCoin’de listeleniyor! 		";0
"		";0
"https://t.co/qSST9JlSmI		";0
"		";0
"Ömür boyu komisyon indirimli kayýt linkini aþaðý… https://t.co/CeCB6vEQd6"",Thu Apr 07 10:30:44 +0000 2022		";0
"		";0
"CryptoTroia ,""Düþüþ trendlerinde kademeli toplanan mal, yükseliþ trendlerinde de stoplu takip edilen mal üzmez.		";0
"		";0
"Günaydýn dünya g… https://t.co/lM1hSRhgMo"",Thu Apr 07 07:19:43 +0000 2022		";0
"		";0
